id,created_at,text
8.55371E+17,21/4/17 10:42,b'@samsepiolelliot Hello!'
8.55357E+17,21/4/17 9:44,b'@samsepiolelliot Hello!'
8.55288E+17,21/4/17 5:11,b'@DummyBbmp #streetlights are not working in my area #JPNagar'
7.9229E+17,29/10/16 9:00,"b'Desantree:A Social Network App for Pilgrims! Find temples, form groups &amp; get on an enlightening pilgrimage! #MapmyIndia #AppmyIndia'"
